AQW00061705       11565C
USC00114442        3419S
USC00114447        3727Q
USC00114489        3713S
USC00114530        3189S
USC00114603        3289S
USC00114629        4289R
USC00114710        2987R
USC00114780        3179Q
USC00114805        3670S
USC00114823        3409R
USC00114837        2816R
USC00114957        3978R
USC00114991        3954Q
USC00115079        3478R
USC00115097        2805Q
USC00115113        3557Q
USC00115326        2819R
USC00115342        3693R
USC00115372        2982R
USC00115413        3517R
USC00115430        3813R
USC00115493        2665R
USC00115515        3986R
USC00115712        3287S
USC00115768        3438S
USC00115772        3181R
USC00115825        3290R
USC00115833        3082S
USC00115841        3588S
USC00115888        4120S
USC00115901        2875R
USC00115943        3789S
USC00115950        3668R
USC00115961        2759R
USC00116011        4021S
USC00116025        3639Q
USC00116080        3408R
USC00116157        3864R
USC00116159        3386R
USC00116200        3278R
USC00116383        4395R
USC00116446        3828S
USC00116526        3280S
USC00116558        3877R
USC00116579        3645R
USC00116610        3591S
USC00116616        3179S
USC00116661        2674R
USC00116663        3126R
USC00116738        3602R
USC00116753        3156S
USC00116819        3300S
USC00116837        3629R
USC00116897        3014R
USC00116910        3291S
USC00116970        3493Q
USC00116998        3315R
USC00117004        3264S
USC00117077        3787R
USC00117126        3594R
USC00117187        4153Q
USC00117345        3729Q
USC00117354        2796S
USC00117391        3605R
USC00117457        3167R
USC00117487        3989R
USC00117551        3523R
USC00117590        3112Q
USC00117636        3946C
USC00117876        3756R
USC00117952        3415Q
USC00118020        4252S
USC00118147        3960S
USC00118186        3635Q
USC00118293        2772S
USC00118324        2792R
USC00118389        3391R
USC00118684        3555S
USC00118740        3452S
USC00118781        3783S
USC00118860        3993S
USC00118916        3045S
USC00119002        4211R
USC00119021        3160S
USC00119029        2758R
USC00119221        2827S
USC00119241        3567S
USC00119331        3655R
USC00119354        3727S
USC00120177        3324S
USC00120200        2652S
USC00120331        3254R
USC00120676        3255S
USC00120784        3624S
USC00120830        3181S
USC00120852        4256R
USC00120858        3020R
USC00121030        3542S
USC00121229        2824R
USC00121303        3322R
USC00121417        3023Q
USC00121425        3866R
USC00121739        2853S
USC00121747        3623S
USC00121869        4059R
USC00121873        3020R
USC00122096        3038Q
USC00122149        3213S
USC00122309        3819S
USC00122638        3161S
USC00122660        3942R
USC00122731        5060R
USC00122825        3103C
USC00123078        3099Q
USC00123082        3218S
USC00123091        3295Q
USC00123104        3750S
USC00123206        2822Q
USC00123207        2934R
USC00123418        3015S
USC00123513        3178S
USC00123527        3372S
USC00123547        3683C
USC00123777        3226R
USC00124008        3005R
USC00124181        3088S
USC00124244        2988R
USC00124272        3330S
USC00124356        3209R
USC00124527        3307R
USC00124550        3074R
USC00124657        3091Q
USC00124662        3127S
USC00124711        3578Q
USC00124715        3358S
USC00124730        2822R
USC00124782        2752R
USC00124837        3081S
USC00124977        3160Q
USC00125117        3136R
USC00125174        3021C
USC00125237        3994S
USC00125337        3165S
USC00125407        3198S
USC00125658        2974R
USC00126001        4424S
USC00126164        3062S
USC00126304        3353R
USC00126400        3012Q
USC00126420        2949Q
USC00126435        3769R
USC00126506        3184R
USC00126580        3478S
USC00126705        3593S
USC00126830        3487R
USC00126872        3613R
USC00126989        2965R
USC00127069        3066R
USC00127102        2908R
USC00127125        4028S
USC00127298        3196S
USC00127370        3251S
USC00127482        3014R
USC00127522        3647S
USC00127646        3287C
USC00127724        4186S
USC00127755        3835S
USC00127875        3702R
USC00127935        3458S
USC00127959        3608R
USC00127999        3477R
USC00128036        3489S
USC00128290        3312S
USC00128442        4173Q
USC00128698        4469S
USC00128723        3892R
USC00128784        3025R
USC00128967        4371Q
USC00128992        2830Q
USC00128999        3073R
USC00129080        4036R
USC00129112        4064Q
USC00129113        3944S
USC00129138        2979R
USC00129222        2773S
USC00129240        2950S
USC00129253        4218R
USC00129430        3232C
USC00129511        3097R
USC00129557        3434S
USC00129670        3067S
USC00129678        3138S
USC00129724        2842Q
USC00129905        3122R
USC00130112        3213S
USC00130133        2629R
USC00130149        3186R
USC00130157        2848S
USC00130200        3216S
USC00130203        2926R
USC00130213        2706S
USC00130241        3245S
USC00130364        3073S
USC00130385        2888S
USC00130536        3124S
USC00130576        3298S
USC00130600        2895S
USC00130608        2961S
USC00130753        3335S
USC00130807        2911S
USC00130923        2640S
USC00131060        3465S
USC00131233        2974C
USC00131257        2769S
USC00131277        2980S
USC00131319        3324C
USC00131354        3286R
USC00131394        2992S
USC00131402        2776S
USC00131442        2804S
USC00131533        3100R
USC00131541        2896R
USC00131635        3341C
USC00131705        2689Q
USC00131710        2924S
USC00131731        3181S
USC00131833        3119R
USC00131954        2385C
USC00131962        3106S
USC00132110        2855S
USC00132171        3233S
USC00132209        3280R
USC00132299        3413Q
USC00132364        3149S
USC00132573        2855S
USC00132603        2685S
USC00132689        2656S
USC00132724        2571S
USC00132789        3578C
USC00132864        2602S
USC00132977        2711S
USC00132999        2897S
USC00133007        3733C
USC00133288        3170Q
USC00133290        3435S
USC00133438        3416S
USC00133473        2745C
USC00133487        2810C
USC00133509        3002S
USC00133517        3123S
USC00133584        2764S
USC00133632        3052R
USC00133718        2858S
USC00133909        2947Q
USC00133980        2710R
USC00133985        2940R
USC00134038        2971R
USC00134049        2784S
USC00134063        3149S
USC00134101        3509S
USC00134142        2816S
USC00134228        3058S
USC00134381        3637S
USC00134389        3541S
USC00134502        3321S
USC00134561        2998C
USC00134585        3428S
USC00134705        3392S
USC00134735        2913S
USC00134758        3058S
USC00134874        3058Q
USC00134894        3184S
USC00134963        2883Q
USC00135086        2631S
USC00135123        2963S
USC00135131        2676S
USC00135198        2901S
USC00135230        2564S
USC00135493        2586S
USC00135769        3106S
USC00135796        3550S
USC00135837        3573S
USC00135844        3341R
USC00135952        2524S
USC00135992        3066S
USC00136103        2458S
USC00136151        3192R
USC00136199        2674Q
USC00136200        2726R
USC00136243        3116S
USC00136305        2651S
USC00136316        3179R
USC00136327        3120S
USC00136566        3053C
USC00136719        2920S
USC00136766        2931R
USC00136800        3110S
USC00136910        3320R
USC00136940        3396S
USC00137147        2760S
USC00137161        2846S
USC00137312        2711S
USC00137386        2673S
USC00137594        2486S
USC00137613        3563S
USC00137664        2550S
USC00137669        3478S
USC00137678        3134S
USC00137700        3103C
USC00137726        2769S
USC00137844        2737S
USC00137859        2846R
USC00137892        2650Q
USC00137979        2879S
USC00138026        2595R
USC00138266        3117S
USC00138296        2843S
USC00138339        2717R
USC00138568        3063S
USC00138688        3169S
USC00138755        2550R
USC00138806        2818S
USC00139067        2962S
USC00139132        3062R
USC00140010        4530S
USC00140200        3555Q
USC00140201        3787R
USC00140365        4260S
USC00140405        3884S
USC00140439        3442S
USC00140682        3673S
USC00140693        4062R
USC00140800        4097R
USC00140810        4397Q
USC00140865        3794R
USC00140957        3762Q
USC00141029        3111R
USC00141068        3610R
USC00141179        3405Q
USC00141351        3840S
USC00141383        3755S
USC00141408        3510R
USC00141428        4301R
USC00141522        3977S
USC00141559        3952S
USC00141612        3891S
USC00141673        4461Q
USC00141699        3350S
USC00141704        4678S
USC00141740        4452S
USC00141761        3693Q
USC00141858        4046S
USC00141867        3916S
USC00141874        3691Q
USC00142401        4150R
USC00142430        4552R
USC00142432        4133S
USC00142459        3929R
USC00142548        3944S
USC00142602        3648R
USC00142622        4030R
USC00142686        4245R
USC00142773        4061S
USC00142835        4457S
USC00142894        4248R
USC00142980        3745S
USC00143008        4058R
USC00143074        4386S
USC00143100        3816R
USC00143156        2869Q
USC00143218        4480S
USC00143223        4000Q
USC00143239        3952R
USC00143527        3938S
USC00143545        4336R
USC00143554        3720S
USC00143594        3964S
USC00143634        3631Q
USC00143665        3606R
USC00143686        4021R
USC00143759        3569R
USC00143810        3842R
USC00143822        4277S
USC00143837        3333S
USC00143847        4487S
USC00143855        3951R
USC00143867        4103R
USC00143929        4013R
USC00143930        4071S
USC00143954        4499S
USC00143984        4130S
USC00144087        3807R
USC00144104        3995R
USC00144114        3884R
USC00144178        3893S
USC00144313        4285R
USC00144333        4157R
USC00144357        3545R
USC00144464        3932S
USC00144530        4020R
USC00144559        3953R
USC00144588        4099R
USC00144665        3369R
USC00144695        4158S
USC00144712        3929R
USC00144857        3566S
USC00144972        4142S
USC00144982        3641R
USC00145039        4094S
USC00145063        3853S
USC00145127        3279R
USC00145152        4108R
USC00145171        4269R
USC00145173        4616R
USC00145210        4006R
USC00145306        3968S
USC00145363        4059R
USC00145421        3835R
USC00145528        3906S
USC00145536        4248S
USC00145692        3801R
